Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Colour,Seats,No. of Doors,New_Price,Price
Mercedes-Benz E-Class,Coimbatore,2015,73187,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,Black/Silver,5,4,,30.72
Maruti Alto,Pune,2012,69000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,Black/Silver,5,4,,2.1
Maruti Baleno,Kolkata,2016,20000,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,Others,5,4,9.04 Lakh,5.74
Hyundai i20,Hyderabad,2010,85155,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,Others,5,4,,3.55
Honda Amaze,Kochi,2016,51806,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,Others,5,4,,5.4
Hyundai Grand,Kochi,2018,5354,Petrol,Automatic,First,18.9 kmpl,1197 CC,81.86 bhp,Others,5,4,7.37 Lakh,6.76
Skoda Superb,Pune,2014,136000,Petrol,Manual,First,13.1 kmpl,1798 CC,157.75 bhp,White,5,4,,9.5
Hyundai i20,Delhi,2014,67407,Diesel,Manual,First,21.27 kmpl,1396 CC,88.76 bhp,Others,5,4,,4.65
Mercedes-Benz GLC,Mumbai,2018,10003,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,White,5,4,59.77 Lakh,48.5
Mercedes-Benz E-Class,Bangalore,2011,34000,Petrol,Automatic,Second,10.5 kmpl,1796 CC,157.7 bhp,Others,5,4,,19
Hyundai i10,Mumbai,2015,75915,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Black/Silver,5,4,,3.9
Tata Zest,Kochi,2017,48198,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,Black/Silver,5,4,7.63 Lakh,4.65
Maruti Baleno,Chennai,2016,35129,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,White,5,4,,7
Honda Civic,Hyderabad,2008,69972,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,Black/Silver,5,4,,3.8
Audi A6,Mumbai,2013,56500,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,White,5,4,,19.8
Skoda Rapid,Coimbatore,2019,21214,Petrol,Manual,First,15.41 kmpl,1598 CC,103.52 bhp,Others,5,4,12.44 Lakh,9.66
Toyota Fortuner,Jaipur,2016,73053,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,White,7,5,,20
Ford Ecosport,Mumbai,2017,27000,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,White,5,4,,8.3
Hyundai i20,Pune,2010,50000,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,Black/Silver,5,4,,3
BMW X3,Coimbatore,2017,51982,Diesel,Automatic,First,16.55 kmpl,2993 CC,258 bhp,Others,5,4,,45.77
Renault Scala,Pune,2016,52126,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,Others,5,4,,6
Hyundai Verna,Bangalore,2014,95000,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,Others,5,4,,6.9
Hyundai Santa,Delhi,2014,110000,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,Others,7,5,,12.9
Mahindra XUV500,Kolkata,2014,55000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,Black/Silver,7,5,,8.5
Honda Amaze,Kolkata,2014,84677,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,Black/Silver,5,4,,3
Land Rover Discovery,Delhi,2016,70000,Diesel,Automatic,First,12.97 kmpl,2179 CC,187.7 bhp,White,5,4,,35
Maruti Swift,Hyderabad,2013,68800,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,White,5,4,,5
Mercedes-Benz B,Kochi,2014,37245,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,White,5,4,,11.96
Ford EcoSport,Kochi,2017,78526,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,Black/Silver,5,4,12.67 Lakh,8.09
Mahindra XUV500,Kochi,2014,63288,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,White,7,5,,7.77
Maruti Swift,Bangalore,2013,38623,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,White,5,4,,5
Hyundai Creta,Bangalore,2016,40000,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,Others,5,4,,11.5
Honda City,Mumbai,2013,60669,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,Others,5,4,,4.95
Volkswagen Vento,Pune,2011,66000,Petrol,Manual,Second,15.04 kmpl,1598 CC,103.6 bhp,Black/Silver,5,4,,4.25
Mahindra TUV,Coimbatore,2017,49404,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,Others,7,5,,7.36
Hyundai i10,Hyderabad,2013,89000,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,White,5,4,,4.19
Toyota Innova,Hyderabad,2010,109000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,Others,7,4,,8.26
Hyundai Verna,Kochi,2012,54308,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,White,5,4,,4.28
Volkswagen Vento,Kochi,2015,57026,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,White,5,4,,5.54
Hyundai Verna,Bangalore,2011,60000,Petrol,Manual,First,16.2 kmpl,1599 CC,103.2 bhp,Black/Silver,5,4,,3.95
Hyundai Creta,Coimbatore,2016,47392,Diesel,Manual,First,20.5 kmpl,1582 CC,126.2 bhp,Black/Silver,5,4,19.18 Lakh,13.82
Toyota Fortuner,Ahmedabad,2017,15000,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,Others,7,5,34.45 Lakh,30
Toyota Fortuner,Delhi,2015,92000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,White,7,5,,19.75
Maruti Grand,Chennai,2008,77000,Petrol,Automatic,Fourth & Above,9.7 kmpl,1995 CC,163.5 bhp,Black/Silver,5,4,,5.5
Maruti SX4,Chennai,2011,80000,Diesel,Manual,Third,21.5 kmpl,1248 CC,88.8 bhp,Black/Silver,5,4,,3.5
Maruti Wagon,Mumbai,2010,12000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,Others,5,4,5.04 Lakh,2.45
Audi Q7,Mumbai,2015,65938,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,White,7,5,,38
Hyundai i20,Bangalore,2013,445000,Petrol,Manual,First,18.5 kmpl,1197 CC,82.9 bhp,White,5,4,,4.45
Hyundai Grand,Coimbatore,2015,69053,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,White,5,4,,5.72
Honda Amaze,Kochi,2016,40866,Petrol,Manual,First,19.5 kmpl,1199 CC,86.76 bhp,White,5,4,8.16 Lakh,5.47
Ford Endeavour,Chennai,2016,43000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197.2 bhp,Others,7,5,,26.5
Hyundai i20,Kochi,2019,12800,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,Others,5,4,,7.67
Tata Hexa,Coimbatore,2019,14233,Diesel,Automatic,First,17.6 kmpl,2179 CC,153.86 bhp,White,7,5,22.74 Lakh,17.85
Skoda Octavia,Mumbai,2015,23000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,Black/Silver,5,4,,15.75
Toyota Fortuner,Delhi,2013,71000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,White,7,5,,15.25
Maruti Wagon,Jaipur,2015,64876,Petrol,Manual,First,21.5 kmpl,1197 CC,81.80 bhp,Black/Silver,5,4,5.71 Lakh,3.5
Renault KWID,Mumbai,2016,8554,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,Black/Silver,5,4,,3.2
Maruti Ciaz,Kochi,2016,51950,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,Others,5,4,,6.75
Hyundai Elite,Kochi,2017,13460,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,White,5,4,,8.91
Honda City,Delhi,2010,80302,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,Black/Silver,5,4,,3.5
Hyundai Accent,Bangalore,2008,80000,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,Black/Silver,5,4,,1.9
Chevrolet Beat,Bangalore,2015,66000,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,White,5,4,,2.35
Hyundai i10,Ahmedabad,2008,60000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,Others,5,4,,1.99
Maruti Ciaz,Kochi,2016,40810,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,Others,5,4,,7.9
Maruti Ciaz,Mumbai,2015,30000,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,White,5,4,,6.55
Volkswagen Polo,Coimbatore,2013,56526,Petrol,Manual,First,15.26 kmpl,1598 CC,103.5 bhp,Black/Silver,5,4,,5.84
Mercedes-Benz E-Class,Kolkata,2009,43600,Petrol,Automatic,First,10.93 kmpl,3498 CC,272 bhp,White,5,4,,10.24
Maruti Alto,Hyderabad,2013,90121,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,Others,5,4,,2.2
Mahindra TUV,Kochi,2017,57259,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,Black/Silver,7,5,,8.87
Mercedes-Benz GLE,Hyderabad,2017,29000,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,Others,5,4,79.43 Lakh,57
Hyundai i20,Pune,2016,21000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,White,5,4,,6.3
Ford Figo,Coimbatore,2013,44731,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,Black/Silver,5,4,,4.34
Fiat Linea,Mumbai,2011,48000,Petrol,Manual,First,16.0 kmpl,1368 CC,90 bhp,Others,5,4,,3
Mercedes-Benz New,Jaipur,2009,116000,Diesel,Manual,Second,15.8 kmpl,2148 CC,170 bhp,White,5,4,,8.5
Tata Hexa,Pune,2017,39800,Diesel,Manual,First,17.6 kmpl,2179 CC,153.86 bhp,Others,7,5,20.87 Lakh,14.25
Hyundai Verna,Chennai,2013,85350,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,Others,5,4,,5.7
Hyundai i10,Ahmedabad,2012,37229,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,White,5,4,,3.41
Mahindra Scorpio,Bangalore,2005,60000,Diesel,Manual,First,10.5 kmpl,2179 CC,120 bhp,White,8,5,,4
Hyundai Grand,Hyderabad,2016,75700,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,Others,5,4,,5.7
Hyundai Elantra,Ahmedabad,2014,49000,Diesel,Automatic,First,18.23 kmpl,1582 CC,126.2 bhp,Others,5,4,22.43 Lakh,8.9
Maruti Omni,Jaipur,2011,35000,Petrol,Manual,Third,19.7 kmpl,796 CC,35 bhp,White,5,4,,1.85
Honda City,Bangalore,2011,60000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,White,5,4,,4.95
Audi Q5,Coimbatore,2018,29091,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,Black/Silver,5,4,,45.52
Audi A4,Bangalore,2014,29063,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,Others,5,4,,25.75
Volkswagen Vento,Chennai,2014,70010,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,Others,5,4,,5.25
Maruti Alto,Jaipur,2019,3000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,White,5,4,,3.5
Toyota Corolla,Chennai,2008,86000,Petrol,Manual,Second,14.53 kmpl,1798 CC,138.1 bhp,Others,5,4,,3.5
Maruti Swift,Delhi,2014,52000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,Others,5,4,,5.25
Audi A4,Kochi,2014,55730,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,Others,5,4,,15.21
Hyundai Grand,Kochi,2016,26038,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,White,5,4,,5.43
Volkswagen Passat,Kolkata,2011,42500,Diesel,Automatic,First,18.33 kmpl,1968 CC,167.7 bhp,Black/Silver,5,4,,5.25
Maruti Ritz,Kolkata,2011,35888,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,White,5,4,,1.89
Hyundai i10,Kochi,2013,46821,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Black/Silver,5,4,,3.42
Porsche Panamera,Delhi,2013,48000,Diesel,Automatic,Second,17.85 kmpl,2967 CC,300 bhp,Black/Silver,4,4,,50.5
Maruti Alto,Hyderabad,2012,67147,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,Others,5,4,,2.6
Ford Endeavour,Delhi,2017,38000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,White,7,5,,30.48
Maruti Vitara,Kochi,2019,34688,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,Black/Silver,5,4,11.2 Lakh,10.49
Hyundai EON,Chennai,2014,37000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,Others,5,4,,3.25
Hyundai i10,Kochi,2013,56075,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,White,5,4,,3.12
Hyundai i20,Kolkata,2009,43000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,White,5,4,,1.99
Honda BRV,Mumbai,2017,17000,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,Black/Silver,7,5,15.02 Lakh,9.5
Hyundai i10,Delhi,2015,34951,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,White,5,4,,3.15
Maruti Swift,Delhi,2015,51000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,Black/Silver,5,4,,4.74
Mini Cooper,Mumbai,2016,11000,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,Others,5,4,42.12 Lakh,29.5
Maruti Alto,Kolkata,2008,42000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,Others,5,4,,1.09
Maruti Ciaz,Jaipur,2015,40500,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,White,5,4,,7.1
Tata Indica,Jaipur,2009,117000,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,Black/Silver,5,4,,1.1
Volkswagen Vento,Pune,2013,65000,Petrol,Manual,Second,15.04 kmpl,1598 CC,103.6 bhp,Black/Silver,5,4,,4.5
Maruti Baleno,Coimbatore,2019,17705,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,Others,5,4,,8.7
Hyundai i20,Delhi,2017,25500,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,Black/Silver,5,4,,7
Tata Indigo,Kolkata,2016,78000,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,Others,5,4,,2.3
Tata Zest,Kochi,2016,54199,Diesel,Manual,First,23.0 kmpl,1248 CC,88.8 bhp,Others,5,4,,5
Ford EcoSport,Delhi,2017,39000,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,Others,5,4,11.47 Lakh,8.45
Honda City,Kolkata,2009,31423,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,Others,5,4,,1.99
Maruti Alto,Kolkata,2016,31000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,Black/Silver,5,4,,2.15
Maruti Swift,Chennai,2012,63000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,White,5,4,,4.5
Hyundai Grand,Ahmedabad,2017,17125,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,White,5,4,,5.4
Hyundai Santa,Coimbatore,2016,28881,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,White,7,5,,21.37
BMW 5,Mumbai,2012,61240,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,Others,5,4,70.43 Lakh,17.5
Renault Duster,Jaipur,2015,55000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,Black/Silver,5,4,,6.5
Maruti Ertiga,Delhi,2014,17585,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,Others,7,5,,6.35
Maruti Swift,Kolkata,2016,85450,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,Others,5,4,,4
Maruti A-Star,Hyderabad,2009,61964,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,White,5,4,,2.25
Volkswagen Vento,Mumbai,2014,45000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,Others,5,4,,4.8
Mercedes-Benz New,Mumbai,2015,16329,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,White,5,4,,30.3
Maruti Swift,Coimbatore,2008,50121,Petrol,Manual,First,20.4 kmpl,1197 CC,83.11 bhp,White,5,4,,3.41
Toyota Etios,Chennai,2013,67620,Petrol,Manual,Second,17.6 kmpl,1496 CC,88.8 bhp,White,5,4,,4.2
Audi Q5,Chennai,2014,25000,Diesel,Automatic,First,12.19 kmpl,2967 CC,236 bhp,White,5,4,,44
Skoda Superb,Delhi,2011,78000,Petrol,Automatic,Second,13.7 kmpl,1798 CC,157.75 bhp,Black/Silver,5,4,,4.5
Volkswagen Vento,Chennai,2011,37000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,Black/Silver,5,4,,4.8
Maruti Wagon,Mumbai,2010,19119,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,Others,5,4,,2.7
Hyundai i20,Kochi,2017,51612,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,Black/Silver,5,4,,7.11
Toyota Innova,Chennai,2016,90000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,White,7,4,,13.9
Honda City,Kolkata,2008,40000,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,White,5,4,,1.8
Tata Nano,Pune,2011,65000,Petrol,Manual,Second,26.0 kmpl,624 CC,35 bhp,White,4,4,,0.44
Maruti Ertiga,Chennai,2012,87000,Diesel,,First,20.77 kmpl,1248 CC,88.76 bhp,Others,7,5,,6
Hyundai Santro,Mumbai,2005,102000,Petrol,Manual,Second,17.0 kmpl,1086 CC,null bhp,White,5,4,,0.85
Audi A4,Hyderabad,2014,53000,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,White,5,4,,20.5
Audi A4,Coimbatore,2013,40670,Diesel,,Second,15.2 kmpl,1968 CC,140.8 bhp,White,5,4,,17.74
Renault Duster,Ahmedabad,2014,55000,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,White,5,4,,4.75
Audi A6,Kolkata,2013,31000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,Black/Silver,5,4,,18.95
Honda Jazz,Kolkata,2010,45000,Petrol,Manual,First,16.7 kmpl,1198 CC,88.8 bhp,Black/Silver,5,4,,1.99
Maruti Swift,Mumbai,2015,130000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,White,5,4,,3.25
Ford Endeavour,Chennai,2011,100000,Diesel,Automatic,First,11.4 kmpl,2953 CC,153.86 bhp,White,7,5,,8.5
Skoda Rapid,Kochi,2016,35058,Petrol,Manual,First,15.0 kmpl,1598 CC,103.52 bhp,Black/Silver,5,4,,6.54
Maruti Alto,Coimbatore,2010,48105,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,White,5,4,,3.1
Maruti Swift,Delhi,2011,69313,Petrol,Manual,Second,17.5 kmpl,1197 CC,85.8 bhp,White,5,4,,2.65
Maruti Omni,Hyderabad,2015,52950,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,White,5,4,,2.35
Tata Indigo,Jaipur,2016,65000,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,White,5,4,,2.8
Maruti Swift,Chennai,2014,54000,Petrol,Manual,Second,16.1 kmpl,1197 CC,85 bhp,Black/Silver,5,4,,4.5
Honda City,Mumbai,2015,42366,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,Black/Silver,5,4,,7.75
Maruti Dzire,Jaipur,2013,77084,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,White,5,4,8.75 Lakh,4.95
Ford Figo,Pune,2010,129986,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,Black/Silver,5,4,,3.2
Ford Ecosport,Coimbatore,2015,28232,Petrol,Manual,Second,15.8 kmpl,1499 CC,110 bhp,Black/Silver,5,4,,7.72
Maruti Alto,Kolkata,2007,18700,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,Others,5,4,,1.25
Volkswagen Polo,Hyderabad,2013,86300,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,White,5,4,,4.5
Chevrolet Sail,Jaipur,2013,48000,Petrol,Manual,First,18.2 kmpl,1199 CC,82.4 bhp,Black/Silver,5,4,,3.25
Honda City,Kolkata,2006,44000,Petrol,Automatic,First,16.4 kmpl,1497 CC,78 bhp,Others,5,4,,1.5
BMW X5,Mumbai,2015,41000,Diesel,Automatic,First,15.3 kmpl,2993 CC,258 bhp,Others,5,4,,45
Toyota Etios,Delhi,2012,72351,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,Black/Silver,5,4,,2.65
Maruti Swift,Coimbatore,2012,78212,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,White,5,4,,5.35
Volkswagen Tiguan,Jaipur,2017,50510,Diesel,Automatic,First,17.06 kmpl,1968 CC,141 bhp,White,5,4,36.45 Lakh,24.9
Ford Figo,Bangalore,2012,32510,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,White,5,4,,3.75
Hyundai Grand,Jaipur,2015,50000,Diesel,Manual,Second,24.0 kmpl,1120 CC,70 bhp,Black/Silver,5,4,,4
Hyundai Creta,Coimbatore,2016,58671,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,Black/Silver,5,4,,14.25
Toyota Innova,Delhi,2011,150000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,Others,8,5,,6.95
Toyota Innova,Kolkata,2016,66618,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,Black/Silver,7,4,24.82 Lakh,15.49
Ford Figo,Coimbatore,2011,51593,Petrol,Manual,Second,15.6 kmpl,1196 CC,70 bhp,Black/Silver,5,4,,3.47
BMW X5,Chennai,2017,21000,Diesel,Automatic,Second,15.97 kmpl,2993 CC,258 bhp,Others,5,4,,55
BMW 5,Kochi,2015,65266,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,White,5,4,,31.75
Ford Ecosport,Mumbai,2017,22000,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,White,5,4,,7.85
Honda City,Jaipur,2009,86863,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,Black/Silver,5,4,,3.6
Mercedes-Benz R-Class,Pune,2010,93000,Petrol,Automatic,Second,11.8 kmpl,3498 CC,272 bhp,Others,7,5,,15
Maruti Wagon,Jaipur,2011,80000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,Others,5,4,,2.5
Maruti Baleno,Hyderabad,2017,14900,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,Black/Silver,5,4,,8.6
Maruti Celerio,Mumbai,2014,53000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,Black/Silver,5,4,,3.8
Honda Civic,Ahmedabad,2007,51000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,White,5,4,,4.9
Mahindra XUV500,Coimbatore,2013,116694,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,White,7,5,,9.57
Toyota Innova,Chennai,2008,192000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,Others,8,5,,6.85
Hyundai Verna,Kochi,2012,32542,Petrol,Manual,First,17.0 kmpl,1591 CC,121.3 bhp,White,5,4,11.67 Lakh,5.77
Hyundai i10,Kolkata,2009,43002,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,White,5,4,,1.92
Maruti Vitara,Ahmedabad,2017,33000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,Black/Silver,5,4,11.06 Lakh,9.25
Honda City,Hyderabad,2014,90000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,Black/Silver,5,4,,6.75
Audi A4,Kolkata,2009,34000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,Others,5,4,,9.95
Skoda Rapid,Hyderabad,2013,71803,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,Black/Silver,5,4,,5.75
BMW 5,Coimbatore,2012,44450,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,Black/Silver,5,4,71.82 Lakh,24.68
Honda Accord,Chennai,2008,90000,Petrol,Automatic,First,10.2 kmpl,2354 CC,180 bhp,Others,5,4,,6.5
Toyota Etios,Coimbatore,2013,46496,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,White,5,4,,5.3
Maruti Swift,Jaipur,2014,75074,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,Others,5,4,,5.25
Mercedes-Benz CLA,Delhi,2016,25000,Petrol,Automatic,First,15.04 kmpl,1991 CC,183 bhp,Others,5,4,,26
Volkswagen Vento,Jaipur,2014,72000,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,Others,5,4,,4.75
Honda Amaze,Coimbatore,2016,51587,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,Others,5,4,,5.27
BMW 3,Mumbai,2016,38000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,Black/Silver,5,4,,23.99
Honda City,Coimbatore,2012,42750,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,Black/Silver,5,4,,6.33
Maruti Ertiga,Hyderabad,2017,17400,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,White,7,5,,9.75
Datsun GO,Pune,2017,32851,Petrol,Manual,First,19.83 kmpl,1198 CC,67 bhp,White,7,5,6.45 Lakh,3.95
Ford Aspire,Kolkata,2015,2800,Diesel,Manual,First,26.1 kmpl,1498 CC,99 bhp,Black/Silver,5,4,9.4 Lakh,8.41
Mahindra XUV500,Chennai,2014,80000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,Others,7,5,,9.4
Maruti Celerio,Ahmedabad,2015,42150,Diesel,Manual,First,27.62 kmpl,793 CC,47 bhp,White,5,4,,3.6
Toyota Camry,Delhi,2014,67000,Petrol,Automatic,First,19.16 kmpl,2494 CC,158.2 bhp,White,5,4,,18.75
BMW 3,Ahmedabad,2011,100000,Diesel,Automatic,Second,22.69 kmpl,1995 CC,190 bhp,Others,5,4,43.31 Lakh,10.9
Skoda Rapid,Coimbatore,2015,20826,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.6 bhp,Others,5,4,,7.72
Hyundai i10,Pune,2013,54534,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,Others,5,4,,3.65
Hyundai i10,Pune,2008,68000,Petrol,Manual,Second,16.0 kmpl,1086 CC,66.7 bhp,White,5,4,,2
Maruti Baleno,Coimbatore,2018,33150,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,White,5,4,8.71 Lakh,7.39
Maruti Swift,Chennai,2016,71156,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,Black/Silver,5,4,,6.5
